"AGE","SEX","RACE","MARST","EDUC","MINUTES","EDUCNUM"
47,"Female","White","Married","Advanced Degree",40,4
31,"Male","Asian/Pacific Islander","Single","Four Year Degree",50,3
53,"Male","White","Married","High School Degree",40,1
27,"Female","White","Single","Advanced Degree",40,4
69,"Male","White","Married","High School Degree",30,1
25,"Female","White","Married","High School Degree",40,1
38,"Male","White","Married","High School Degree",40,1
53,"Female","White","Married","High School Degree",25,1
49,"Male","White","Married","High School Degree",40,1
28,"Female","White","Single","Some College",40,2
43,"Male","White","Married","High School Degree",40,1
57,"Female","White","Married","High School Degree",35,1
30,"Female","White","Single","High School Degree",40,1
45,"Male","White","Single","High School Degree",40,1
43,"Male","White","Married","High School Degree",40,1
62,"Male","White","Single","High School Degree",40,1
40,"Female","White","Separated/Divorced","Advanced Degree",40,4
38,"Male","White","Single","Four Year Degree",40,3
37,"Male","White","Married","High School Degree",24,1
30,"Male","White","Married","High School Degree",40,1
52,"Female","White","Separated/Divorced","High School Degree",40,1
42,"Male","White","Single","Advanced Degree",40,4
44,"Male","White","Married","High School Degree",40,1
26,"Female","White","Single","Some College",40,2
40,"Female","White","Married","High School Degree",40,1
45,"Male","White","Married","High School Degree",40,1
35,"Female","Black","Single","Some College",24,2
30,"Male","White","Married","High School Degree",40,1
38,"Female","White","Married","Some College",3,2
47,"Male","White","Married","Some College",40,2
32,"Female","White","Married","Four Year Degree",40,3
27,"Male","White","Married","High School Degree",40,1
48,"Male","White","Married","Four Year Degree",40,3
50,"Female","White","Married","Some College",40,2
37,"Female","White","Single","Four Year Degree",40,3
42,"Female","White","Married","Advanced Degree",20,4
43,"Male","White","Married","Some College",40,2
53,"Male","White","Married","Advanced Degree",40,4
36,"Male","White","Single","Some College",40,2
53,"Female","White","Married","Some College",20,2
35,"Female","White","Single","Advanced Degree",40,4
40,"Female","White","Single","Some College",40,2
43,"Female","White","Single","Some College",45,2
46,"Male","White","Single","High School Degree",40,1
48,"Male","White","Married","High School Degree",40,1
32,"Female","White","Married","Some College",24,2
39,"Male","Black","Married","Four Year Degree",43,3
37,"Female","Black","Married","Four Year Degree",40,3
42,"Male","White","Separated/Divorced","High School Degree",35,1
36,"Male","White","Married","High School Degree",40,1
48,"Male","White","Married","High School Degree",40,1
26,"Female","White","Single","Four Year Degree",35,3
27,"Male","White","Single","High School Degree",40,1
42,"Male","White","Married","Some College",50,2
53,"Female","White","Single","High School Degree",40,1
52,"Male","White","Married","High School Degree",35,1
45,"Female","White","Single","Advanced Degree",40,4
39,"Male","White","Single","High School Degree",60,1
27,"Male","White","Single","High School Degree",40,1
25,"Male","White","Single","High School Degree",40,1
38,"Female","White","Separated/Divorced","High School Degree",30,1
32,"Male","White","Single","High School Degree",52,1
32,"Male","White","Married","Four Year Degree",40,3
33,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
47,"Male","White","Single","High School Degree",40,1
45,"Female","White","Separated/Divorced","High School Degree",24,1
54,"Male","White","Separated/Divorced","Some College",40,2
40,"Male","White","Single","Advanced Degree",70,4
37,"Male","White","Married","Some College",40,2
38,"Female","White","Married","Four Year Degree",40,3
59,"Female","White","Married","Some College",40,2
60,"Male","White","Married","Some College",40,2
41,"Male","White","Widowed","High School Degree",40,1
40,"Female","White","Single","Some College",40,2
51,"Male","White","Married","High School Degree",40,1
53,"Female","White","Single","High School Degree",25,1
50,"Male","White","Separated/Divorced","High School Degree",40,1
55,"Male","Asian/Pacific Islander","Single","Some College",50,2
55,"Male","Asian/Pacific Islander","Single","Four Year Degree",50,3
53,"Female","Asian/Pacific Islander","Separated/Divorced","Four Year Degree",40,3
55,"Male","Asian/Pacific Islander","Married","High School Degree",50,1
55,"Female","Asian/Pacific Islander","Married","High School Degree",40,1
56,"Male","White","Married","Advanced Degree",30,4
53,"Female","White","Married","Advanced Degree",10,4
49,"Female","White","Married","Advanced Degree",40,4
49,"Male","White","Married","Advanced Degree",50,4
47,"Male","White","Married","Four Year Degree",50,3
34,"Male","White","Married","Advanced Degree",40,4
51,"Male","Black","Married","Advanced Degree",40,4
53,"Male","Black","Married","Advanced Degree",40,4
51,"Female","Black","Married","Some College",40,2
55,"Female","Asian/Pacific Islander","Married","Some College",21,2
44,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
41,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
54,"Male","Asian/Pacific Islander","Married","Advanced Degree",50,4
54,"Female","White","Married","Advanced Degree",30,4
56,"Male","White","Married","Advanced Degree",60,4
54,"Male","Asian/Pacific Islander","Married","Some College",40,2
55,"Male","Asian/Pacific Islander","Married","Advanced Degree",30,4
54,"Female","Asian/Pacific Islander","Married","Advanced Degree",24,4
59,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
34,"Male","Black","Married","Four Year Degree",50,3
34,"Female","Black","Married","Four Year Degree",40,3
66,"Female","Black","Separated/Divorced","Advanced Degree",40,4
55,"Female","White","Separated/Divorced","Four Year Degree",60,3
64,"Female","White","Separated/Divorced","Four Year Degree",40,3
44,"Female","Black","Married","Advanced Degree",55,4
35,"Male","White","Married","Some College",40,2
30,"Female","White","Married","Four Year Degree",40,3
59,"Female","Asian/Pacific Islander","Single","Some College",40,2
40,"Male","White","Married","Four Year Degree",80,3
40,"Female","White","Married","Four Year Degree",25,3
35,"Male","White","Married","Four Year Degree",40,3
46,"Male","White","Married","Advanced Degree",65,4
58,"Male","Other","Single","Some College",45,2
47,"Female","Black","Separated/Divorced","Advanced Degree",61,4
54,"Male","Black","Separated/Divorced","Some College",40,2
37,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
36,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
47,"Male","Black","Single","Some College",40,2
40,"Female","White","Married","Advanced Degree",10,4
50,"Female","Asian/Pacific Islander","Widowed","Four Year Degree",80,3
46,"Male","White","Separated/Divorced","Four Year Degree",40,3
34,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
46,"Female","Black","Separated/Divorced","Some College",17,2
46,"Female","Black","Married","Some College",40,2
65,"Female","Black","Married","Advanced Degree",15,4
52,"Male","Black","Single","Four Year Degree",40,3
28,"Female","Black","Single","Some College",40,2
50,"Male","White","Married","Four Year Degree",40,3
51,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
63,"Male","Black","Separated/Divorced","Four Year Degree",40,3
28,"Female","Black","Married","Some College",35,2
57,"Male","Black","Married","Some College",40,2
56,"Female","Black","Married","Some College",40,2
29,"Female","Black","Single","Four Year Degree",40,3
35,"Male","White","Married","Four Year Degree",40,3
36,"Female","White","Married","Some College",24,2
35,"Female","Asian/Pacific Islander","Married","Four Year Degree",20,3
36,"Male","White","Married","Some College",40,2
47,"Female","White","Single","Some College",40,2
39,"Female","White","Married","Four Year Degree",40,3
57,"Female","Asian/Pacific Islander","Married","Advanced Degree",30,4
30,"Male","Asian/Pacific Islander","Single","Four Year Degree",40,3
27,"Male","Asian/Pacific Islander","Single","Four Year Degree",40,3
43,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
41,"Male","Asian/Pacific Islander","Single","Four Year Degree",15,3
32,"Male","Asian/Pacific Islander","Married","Four Year Degree",35,3
30,"Female","Asian/Pacific Islander","Married","Advanced Degree",36,4
53,"Male","White","Married","Four Year Degree",45,3
48,"Male","White","Married","Four Year Degree",45,3
39,"Female","White","Married","Advanced Degree",45,4
46,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
52,"Female","Asian/Pacific Islander","Single","Some College",40,2
38,"Female","Asian/Pacific Islander","Separated/Divorced","Four Year Degree",40,3
34,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
63,"Male","White","Married","Advanced Degree",45,4
30,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
28,"Male","Black","Single","Advanced Degree",15,4
47,"Female","Black","Separated/Divorced","Some College",5,2
44,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
39,"Female","Asian/Pacific Islander","Married","Four Year Degree",24,3
52,"Female","Asian/Pacific Islander","Married","High School Degree",27,1
62,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
55,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
59,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
70,"Male","Asian/Pacific Islander","Married","Some College",28,2
46,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
51,"Male","Black","Single","Some College",50,2
48,"Male","Black","Married","Some College",40,2
66,"Male","Black","Single","Some College",37,2
40,"Male","White","Married","Four Year Degree",40,3
62,"Male","Black","Married","Advanced Degree",40,4
51,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
72,"Female","Asian/Pacific Islander","Widowed","High School Degree",40,1
55,"Female","White","Married","Advanced Degree",40,4
64,"Male","White","Married","Some College",40,2
45,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
47,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
27,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
26,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
63,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
63,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
53,"Male","Asian/Pacific Islander","Married","Some College",40,2
30,"Male","Asian/Pacific Islander","Married","Advanced Degree",45,4
30,"Female","Asian/Pacific Islander","Married","Advanced Degree",24,4
52,"Female","White","Married","Four Year Degree",40,3
46,"Female","White","Married","Advanced Degree",40,4
46,"Male","White","Married","Advanced Degree",40,4
52,"Female","Black","Married","Four Year Degree",40,3
58,"Male","White","Married","Some College",40,2
57,"Female","Asian/Pacific Islander","Widowed","Advanced Degree",30,4
46,"Male","White","Married","Advanced Degree",45,4
46,"Male","White","Married","Four Year Degree",40,3
32,"Male","Asian/Pacific Islander","Single","Some College",40,2
65,"Male","Asian/Pacific Islander","Married","Four Year Degree",50,3
59,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
46,"Female","Asian/Pacific Islander","Separated/Divorced","Four Year Degree",50,3
36,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
37,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
29,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
40,"Female","Asian/Pacific Islander","Married","Four Year Degree",30,3
40,"Male","White","Married","Four Year Degree",40,3
42,"Male","White","Married","Advanced Degree",40,4
41,"Female","Other","Married","Four Year Degree",10,3
39,"Male","Asian/Pacific Islander","Married","Advanced Degree",45,4
50,"Female","Asian/Pacific Islander","Single","Advanced Degree",40,4
55,"Female","Asian/Pacific Islander","Separated/Divorced","Four Year Degree",40,3
30,"Male","Asian/Pacific Islander","Single","Four Year Degree",40,3
52,"Male","White","Married","Four Year Degree",40,3
68,"Female","Black","Separated/Divorced","Some College",40,2
38,"Male","Black","Single","Some College",40,2
68,"Female","Black","Separated/Divorced","Four Year Degree",40,3
37,"Female","Other","Married","Advanced Degree",59,4
50,"Male","White","Married","Four Year Degree",40,3
49,"Female","White","Married","Advanced Degree",40,4
49,"Male","White","Married","Some College",60,2
47,"Female","White","Married","Four Year Degree",40,3
60,"Male","White","Married","Advanced Degree",40,4
59,"Female","White","Married","Four Year Degree",40,3
38,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
37,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
44,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
48,"Male","White","Married","Some College",40,2
33,"Female","White","Married","Advanced Degree",15,4
41,"Male","White","Married","Four Year Degree",50,3
56,"Male","White","Married","Advanced Degree",40,4
52,"Female","White","Married","Advanced Degree",50,4
45,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
31,"Female","White","Married","Some College",32,2
30,"Female","White","Married","Advanced Degree",40,4
43,"Female","Asian/Pacific Islander","Married","Some College",36,2
40,"Female","Asian/Pacific Islander","Single","Four Year Degree",30,3
45,"Male","White","Married","Four Year Degree",40,3
31,"Male","Black","Single","Four Year Degree",40,3
35,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
28,"Female","Black","Single","Some College",40,2
54,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
55,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
40,"Female","White","Married","Four Year Degree",8,3
45,"Male","White","Married","Four Year Degree",40,3
44,"Male","White","Married","Advanced Degree",40,4
44,"Male","Asian/Pacific Islander","Married","Advanced Degree",84,4
38,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
47,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
51,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
51,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
26,"Male","Asian/Pacific Islander","Single","Four Year Degree",40,3
29,"Male","White","Married","Some College",40,2
61,"Female","White","Married","Four Year Degree",40,3
61,"Male","White","Married","Some College",40,2
26,"Male","White","Married","Some College",40,2
56,"Female","White","Married","High School Degree",40,1
45,"Male","White","Married","High School Degree",40,1
51,"Male","White","Married","Some College",40,2
51,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
42,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
61,"Female","White","Single","Some College",40,2
40,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
49,"Male","White","Married","Advanced Degree",40,4
48,"Female","White","Married","Four Year Degree",5,3
45,"Male","White","Married","Four Year Degree",50,3
26,"Male","Asian/Pacific Islander","Single","Four Year Degree",20,3
34,"Male","White","Married","Four Year Degree",40,3
44,"Female","White","Separated/Divorced","Four Year Degree",60,3
41,"Male","White","Married","Some College",35,2
62,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
60,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
28,"Male","Asian/Pacific Islander","Single","Four Year Degree",40,3
44,"Male","Asian/Pacific Islander","Separated/Divorced","Four Year Degree",80,3
48,"Female","White","Single","High School Degree",40,1
28,"Male","White","Single","High School Degree",40,1
53,"Male","White","Married","Four Year Degree",40,3
52,"Female","White","Married","Four Year Degree",40,3
51,"Male","White","Married","Four Year Degree",60,3
46,"Female","White","Married","Four Year Degree",35,3
49,"Female","White","Married","Four Year Degree",10,3
52,"Male","White","Married","Four Year Degree",30,3
51,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
51,"Male","White","Married","Four Year Degree",40,3
37,"Female","White","Separated/Divorced","Some College",50,2
39,"Female","Asian/Pacific Islander","Separated/Divorced","Four Year Degree",32,3
48,"Male","White","Married","High School Degree",40,1
33,"Female","Black","Single","Advanced Degree",40,4
29,"Female","White","Married","Some College",30,2
31,"Male","White","Married","High School Degree",40,1
61,"Male","White","Married","High School Degree",20,1
55,"Female","Black","Single","Four Year Degree",40,3
40,"Male","White","Married","High School Degree",40,1
38,"Female","White","Married","High School Degree",40,1
53,"Female","White","Single","High School Degree",40,1
41,"Male","White","Married","Four Year Degree",20,3
42,"Female","White","Married","Advanced Degree",50,4
26,"Male","White","Single","Four Year Degree",66,3
54,"Male","Black","Single","Some College",40,2
50,"Male","White","Married","High School Degree",50,1
35,"Female","White","Separated/Divorced","High School Degree",40,1
60,"Female","Asian/Pacific Islander","Separated/Divorced","Four Year Degree",40,3
26,"Female","Asian/Pacific Islander","Single","Four Year Degree",8,3
45,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
52,"Female","White","Single","Four Year Degree",40,3
43,"Male","Black","Married","Advanced Degree",52,4
42,"Female","Asian/Pacific Islander","Married","Some College",40,2
62,"Female","Asian/Pacific Islander","Widowed","High School Degree",60,1
32,"Female","Black","Single","Advanced Degree",50,4
48,"Male","Asian/Pacific Islander","Married","Four Year Degree",35,3
41,"Female","White","Married","Some College",40,2
28,"Female","White","Married","Four Year Degree",40,3
27,"Male","White","Married","Some College",30,2
48,"Male","White","Married","High School Degree",32,1
46,"Female","White","Married","High School Degree",32,1
44,"Male","White","Single","Four Year Degree",40,3
41,"Female","White","Separated/Divorced","Some College",40,2
45,"Female","White","Separated/Divorced","High School Degree",40,1
26,"Female","White","Single","Some College",15,2
27,"Female","White","Single","Four Year Degree",60,3
36,"Male","White","Single","Four Year Degree",40,3
49,"Male","White","Married","Advanced Degree",40,4
42,"Female","White","Married","Some College",40,2
43,"Male","White","Married","Advanced Degree",40,4
37,"Female","White","Married","Four Year Degree",35,3
33,"Female","White","Single","Four Year Degree",40,3
37,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
46,"Female","Black","Single","Some College",40,2
31,"Male","White","Married","Advanced Degree",60,4
33,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
27,"Male","Black","Single","High School Degree",35,1
41,"Male","Black","Single","High School Degree",60,1
47,"Female","White","Separated/Divorced","Four Year Degree",40,3
49,"Female","White","Separated/Divorced","Some College",40,2
26,"Female","White","Single","Four Year Degree",40,3
49,"Male","White","Separated/Divorced","High School Degree",40,1
29,"Male","White","Single","Some College",40,2
38,"Female","Black","Single","Advanced Degree",65,4
66,"Male","White","Married","High School Degree",40,1
59,"Female","White","Married","High School Degree",40,1
48,"Female","White","Separated/Divorced","Some College",40,2
71,"Female","Other","Single","Some College",60,2
64,"Male","White","Married","Four Year Degree",40,3
62,"Female","White","Married","Four Year Degree",40,3
33,"Male","Other","Single","Four Year Degree",30,3
39,"Female","Other","Single","Four Year Degree",30,3
67,"Male","White","Married","Some College",40,2
65,"Female","White","Married","Some College",36,2
56,"Female","White","Separated/Divorced","Some College",52,2
27,"Male","White","Married","High School Degree",50,1
53,"Male","White","Married","Four Year Degree",50,3
45,"Male","Asian/Pacific Islander","Married","Some College",45,2
46,"Female","Asian/Pacific Islander","Married","Some College",30,2
52,"Female","Asian/Pacific Islander","Married","Some College",30,2
31,"Female","Asian/Pacific Islander","Single","Four Year Degree",36,3
32,"Male","Asian/Pacific Islander","Single","Four Year Degree",40,3
35,"Female","Black","Single","Advanced Degree",40,4
59,"Male","White","Married","Advanced Degree",70,4
40,"Male","White","Married","Four Year Degree",40,3
33,"Female","White","Married","Advanced Degree",40,4
53,"Male","White","Married","Four Year Degree",37,3
50,"Female","White","Married","Some College",40,2
27,"Male","White","Single","Some College",40,2
49,"Male","White","Married","Four Year Degree",50,3
32,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
32,"Female","White","Married","Four Year Degree",32,3
39,"Male","White","Married","Four Year Degree",40,3
38,"Female","White","Married","Four Year Degree",45,3
60,"Female","White","Separated/Divorced","Some College",20,2
42,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
53,"Female","White","Married","Four Year Degree",40,3
57,"Male","White","Married","Four Year Degree",40,3
46,"Male","White","Married","Some College",32,2
33,"Female","Other","Married","Four Year Degree",40,3
65,"Male","Asian/Pacific Islander","Married","Some College",40,2
25,"Female","White","Single","Four Year Degree",20,3
35,"Male","White","Single","Some College",60,2
33,"Female","White","Single","Some College",25,2
33,"Female","White","Single","Some College",40,2
37,"Male","White","Married","Some College",40,2
38,"Male","Asian/Pacific Islander","Married","Some College",30,2
62,"Male","Asian/Pacific Islander","Married","Some College",36,2
39,"Female","Asian/Pacific Islander","Married","Some College",32,2
35,"Male","White","Married","Some College",60,2
55,"Male","White","Married","Some College",50,2
35,"Female","White","Married","Some College",24,2
29,"Female","White","Single","Four Year Degree",40,3
26,"Male","White","Single","Some College",40,2
33,"Female","White","Single","Four Year Degree",50,3
25,"Female","White","Single","Four Year Degree",40,3
31,"Female","White","Single","Four Year Degree",40,3
31,"Male","Black","Single","Advanced Degree",40,4
51,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
28,"Male","Asian/Pacific Islander","Single","Four Year Degree",40,3
58,"Male","White","Married","High School Degree",40,1
51,"Female","White","Married","Some College",19,2
26,"Female","White","Married","Some College",20,2
30,"Male","Asian/Pacific Islander","Single","Advanced Degree",65,4
31,"Male","Asian/Pacific Islander","Single","Four Year Degree",40,3
33,"Male","Asian/Pacific Islander","Single","Advanced Degree",50,4
34,"Male","White","Married","Four Year Degree",50,3
55,"Male","Asian/Pacific Islander","Married","Some College",50,2
56,"Female","Asian/Pacific Islander","Married","Some College",11,2
39,"Male","White","Married","Some College",40,2
39,"Female","White","Single","Four Year Degree",40,3
58,"Male","White","Married","Advanced Degree",60,4
40,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
41,"Male","Other","Married","Advanced Degree",60,4
26,"Male","Asian/Pacific Islander","Single","Advanced Degree",40,4
58,"Female","Black","Single","Some College",40,2
56,"Male","White","Married","Some College",53,2
31,"Male","White","Single","Some College",120,2
40,"Male","Black","Married","Four Year Degree",40,3
56,"Female","Asian/Pacific Islander","Single","Some College",40,2
43,"Male","White","Married","Four Year Degree",40,3
39,"Female","White","Married","Four Year Degree",40,3
57,"Male","White","Married","Advanced Degree",40,4
25,"Female","White","Single","Some College",16,2
34,"Male","White","Single","Four Year Degree",40,3
38,"Female","Black","Single","Four Year Degree",40,3
58,"Female","White","Married","Advanced Degree",40,4
32,"Male","Asian/Pacific Islander","Single","Advanced Degree",40,4
37,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
34,"Male","White","Married","High School Degree",40,1
43,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
35,"Male","White","Married","Four Year Degree",20,3
33,"Female","Asian/Pacific Islander","Married","Some College",12,2
41,"Female","Asian/Pacific Islander","Single","Advanced Degree",40,4
48,"Male","Asian/Pacific Islander","Single","Four Year Degree",50,3
42,"Female","White","Separated/Divorced","Advanced Degree",50,4
33,"Male","White","Married","High School Degree",40,1
51,"Male","Asian/Pacific Islander","Married","Some College",40,2
36,"Female","Asian/Pacific Islander","Married","High School Degree",25,1
25,"Female","White","Single","Some College",12,2
51,"Female","White","Married","Some College",38,2
50,"Male","White","Married","Some College",35,2
25,"Male","White","Single","High School Degree",40,1
42,"Female","White","Married","Advanced Degree",40,4
38,"Female","White","Single","Four Year Degree",42,3
71,"Male","White","Married","Advanced Degree",30,4
27,"Male","White","Married","High School Degree",40,1
40,"Female","White","Married","High School Degree",40,1
56,"Male","White","Married","High School Degree",38,1
39,"Female","White","Separated/Divorced","Some College",40,2
39,"Male","White","Single","Some College",40,2
27,"Male","White","Single","Some College",25,2
25,"Female","White","Single","Some College",10,2
37,"Male","White","Married","Some College",50,2
62,"Female","White","Married","Four Year Degree",50,3
65,"Male","White","Married","Some College",50,2
42,"Male","Asian/Pacific Islander","Married","Four Year Degree",45,3
40,"Male","White","Married","High School Degree",48,1
39,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
62,"Female","White","Married","Some College",40,2
60,"Male","White","Married","Some College",40,2
62,"Male","White","Married","Some College",40,2
57,"Female","White","Married","Four Year Degree",32,3
63,"Female","White","Separated/Divorced","Some College",40,2
57,"Male","White","Married","Some College",50,2
53,"Male","White","Married","Some College",40,2
51,"Female","White","Married","Some College",40,2
59,"Male","White","Married","Some College",40,2
60,"Female","White","Married","Advanced Degree",32,4
45,"Male","White","Married","Four Year Degree",45,3
40,"Male","White","Married","High School Degree",40,1
36,"Male","White","Single","High School Degree",40,1
29,"Male","White","Married","Four Year Degree",50,3
59,"Male","White","Single","Some College",42,2
39,"Male","White","Married","Some College",40,2
38,"Female","White","Married","Some College",40,2
42,"Female","White","Single","Some College",40,2
48,"Female","White","Separated/Divorced","Some College",55,2
35,"Male","White","Married","High School Degree",40,1
26,"Female","White","Married","Some College",20,2
57,"Male","White","Married","Some College",40,2
50,"Female","White","Married","Some College",40,2
39,"Female","Black","Married","Some College",40,2
56,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
36,"Female","White","Married","Some College",40,2
40,"Female","White","Married","Some College",40,2
58,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
42,"Female","Asian/Pacific Islander","Married","Advanced Degree",60,4
51,"Male","Asian/Pacific Islander","Married","Advanced Degree",60,4
61,"Male","White","Married","Some College",40,2
54,"Female","White","Married","Some College",40,2
28,"Male","White","Single","Four Year Degree",40,3
33,"Male","Black","Single","Some College",40,2
53,"Female","White","Separated/Divorced","Some College",40,2
43,"Female","White","Single","Four Year Degree",50,3
60,"Male","White","Married","Advanced Degree",40,4
58,"Female","Black","Married","Four Year Degree",50,3
33,"Female","White","Married","Some College",40,2
47,"Male","White","Married","High School Degree",40,1
53,"Female","White","Separated/Divorced","High School Degree",40,1
52,"Female","White","Married","Advanced Degree",35,4
60,"Female","White","Separated/Divorced","Some College",40,2
28,"Male","White","Single","Four Year Degree",40,3
54,"Female","White","Married","Some College",40,2
62,"Male","White","Married","Some College",20,2
55,"Female","White","Married","Advanced Degree",60,4
48,"Male","White","Married","Four Year Degree",40,3
66,"Female","White","Separated/Divorced","Some College",40,2
47,"Female","White","Single","Four Year Degree",40,3
26,"Male","White","Married","Some College",40,2
26,"Male","White","Single","Four Year Degree",16,3
71,"Male","Other","Single","Four Year Degree",40,3
59,"Male","White","Single","Four Year Degree",40,3
49,"Female","White","Separated/Divorced","Some College",40,2
25,"Female","White","Single","Some College",20,2
29,"Male","White","Single","Four Year Degree",45,3
56,"Female","White","Separated/Divorced","Four Year Degree",40,3
46,"Male","White","Separated/Divorced","Some College",45,2
52,"Male","White","Married","Some College",40,2
25,"Male","Asian/Pacific Islander","Single","Advanced Degree",40,4
25,"Male","Asian/Pacific Islander","Single","Advanced Degree",40,4
28,"Male","Asian/Pacific Islander","Single","Some College",2,2
61,"Female","White","Widowed","Some College",40,2
52,"Male","White","Single","Four Year Degree",50,3
57,"Female","White","Married","Some College",45,2
25,"Female","Asian/Pacific Islander","Single","Four Year Degree",20,3
32,"Male","White","Married","Four Year Degree",40,3
49,"Female","Asian/Pacific Islander","Married","Some College",40,2
51,"Male","Asian/Pacific Islander","Married","Some College",40,2
57,"Female","White","Married","Advanced Degree",40,4
54,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
49,"Female","White","Married","Four Year Degree",24,3
60,"Female","White","Married","High School Degree",40,1
78,"Male","Asian/Pacific Islander","Married","Some College",20,2
69,"Female","Asian/Pacific Islander","Married","Four Year Degree",20,3
46,"Female","Asian/Pacific Islander","Married","Some College",15,2
49,"Male","Asian/Pacific Islander","Married","Some College",37,2
37,"Female","White","Separated/Divorced","Advanced Degree",50,4
66,"Female","White","Married","Some College",25,2
25,"Male","White","Single","Four Year Degree",40,3
43,"Male","White","Married","Four Year Degree",40,3
45,"Female","White","Married","Four Year Degree",40,3
30,"Male","White","Single","High School Degree",20,1
25,"Female","Asian/Pacific Islander","Single","Advanced Degree",40,4
26,"Female","Asian/Pacific Islander","Single","Advanced Degree",40,4
46,"Male","White","Married","Advanced Degree",60,4
37,"Female","White","Married","Four Year Degree",60,3
40,"Male","White","Married","Advanced Degree",68,4
36,"Female","White","Married","Four Year Degree",40,3
46,"Female","Asian/Pacific Islander","Married","Four Year Degree",36,3
33,"Female","White","Single","Four Year Degree",45,3
59,"Female","White","Single","Some College",40,2
28,"Female","White","Single","Advanced Degree",40,4
70,"Female","White","Married","Four Year Degree",35,3
39,"Female","White","Single","Four Year Degree",40,3
53,"Male","White","Separated/Divorced","Four Year Degree",40,3
44,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
46,"Male","White","Married","High School Degree",43,1
43,"Male","White","Married","High School Degree",40,1
36,"Male","White","Married","High School Degree",40,1
36,"Male","White","Single","High School Degree",40,1
43,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
25,"Male","White","Single","Advanced Degree",40,4
48,"Male","White","Married","High School Degree",40,1
30,"Female","White","Married","Some College",40,2
33,"Male","White","Married","Some College",45,2
45,"Female","White","Single","Advanced Degree",40,4
51,"Male","White","Married","Advanced Degree",55,4
40,"Female","White","Single","Some College",85,2
69,"Male","White","Married","Four Year Degree",30,3
62,"Male","Asian/Pacific Islander","Married","Four Year Degree",45,3
